id,fname,lname,email,password,lastLogin,isVerified,refreshToken,resetPasswordToken,resetPasswordExpires,verificationToken,verificationTokenExpires,providerId,provider,role,country,state,city,phoneNo,dob,institute,type,major,field,grade,startYear,endYear,degree,specialization,experience,bio,intro,skills,gender,marks,socialAccounts
33cc0aa2-8177-420c-80ce-7f6385c04c83,tyrone,thomas,tyrone.thomas@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,11/01/2025 6:31,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIzM2NjMGFhMi04MTc3LTQyMGMtODBjZS03ZjYzODVjMDRjODMiLCJlbWFpbCI6InR5cm9uZS50aG9tYXNAZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.C2f3q7vLFHa1SvizQNz213YG3q-IPcK889hNwfhzeCIQVVfryd9XDqUo4CS_noWdPXFTgAidyJq8zZJnAu__TY9sKnZMPfFRDXkSrQ-IbgX7S3UaR8YlH1e9jJIR46YMg62iC7thauOJLnl_sODJnJLSBjPYarewsno2vngMlhU0_9AT5mTTSGf3uJ8FFvpI1vto5NNk88TsCBcsZ8xdf9nITyazz4ya3f79bWEBCpe0aqf7xyoKXxGOxca6MU5kdL8zTrfNKdqUlxqQtaUZPBoG8zzkBbEGmQZYj4JRLMzqPrVVoJWUs88eapO6ZOIahljAW1-_oNjpJBHdWBE0Uw,,,,,,LOCAL,Engineer,Canada,British Columbia,Vancouver,+1 403-567-8901,26/07/1989,Shandong University,PHD,Information Technology,Information Technology,C-,2007,2010,Information Technology,Input Validation / Sanitization,9,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Cybersecurity', 'Network Security', 'Big Data Analytics', 'Frontend Design', 'SQL', 'C#', 'Kubernetes', 'Client Communication', 'Communication', 'Automation Testing']",Male,66.25394014,"{""linkedin"": ""https://linkedin.com/in/tyrone_thomas""}"
5dcb3451-5a6a-460a-9c46-6c545d537009,jeremy,sanchez,jeremy.sanchez@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,23/02/2025 5:55,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI1ZGNiMzQ1MS01YTZhLTQ2MGEtOWM0Ni02YzU0NWQ1MzcwMDkiLCJlbWFpbCI6ImplcmVteS5zYW5jaGV6QGdtYWlsLmNvbSIsInJvbGUiOiJFbmdpbmVlciIsImV4cCI6MTc0Njg2NDA3N30.S3Fq8PCEEs_ILHHKzfHPrdkwzxTnjvkYNTYN86BzlWi_pAWKVis58xeUKymsTnjon0wGSsCnvptGGg_aeSHCrsfhYyEXtXpbqMXo0jUXIDQYZRUq69Px2a2HXHgpybOomr2N-BhSZtIs4iuKclTRibW_2ghCygZjX-nuI_IUfwh2dN6S6wSkhpRFywfrncVv19UJ615EcPPCv60FXsHw_c-RPgmxX_Q7K89CNcAAILuj2qoHjQILRVWqF9UvljeB2iwLm9PvKsvQHcIR46iRTYbkxpoHl8uoGmmhM04VLdM6-HWHOdV-9mz4aKbsgkImvONXJJoHkM2zk_1D8EHraQ,,,,,,LOCAL,Engineer,Canada,British Columbia,Victoria,+1 519-234-5678,20/04/1979,Simon Fraser University,BACHELORS,Software Engineering,Software Engineering,C-,2011,2014,Software Engineering,Authentication,11,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Excel', 'Docker', 'Google Cloud Platform', 'Linux Administration', 'Ethical Hacking', 'Microservices Architecture', 'Azure', 'ETL Processes', 'Communication', 'SQL', 'Negotiation']",Female,2.660286874,"{""linkedin"": ""https://linkedin.com/in/jeremy_sanchez""}"
cea3b46b-a7db-4870-ac74-c6304051520c,amy,smith,amy.smith@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,09/04/2025 1:58,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjZWEzYjQ2Yi1hN2RiLTQ4NzAtYWM3NC1jNjMwNDA1MTUyMGMiLCJlbWFpbCI6ImFteS5zbWl0aEBnbWFpbC5jb20iLCJyb2xlIjoiRW5naW5lZXIiLCJleHAiOjE3NDY4NjQwNzd9.Cr6PJzvxPWHoL8chviajacxvAdsnOYKJNl28piM-ue0IXH2LWAqdiuQLVbAat4KsTa71McEVeRcAT7bGEA1P5tHsfqNR_4TaEifEp8pDE_vnzG2aew4MCQHOs2xAl3pxky6XhpiYm7jyXi0PpmeA3XajnNuNfOLvGSzw6v_1AkTaHlfWYH4hWFXhXsDmLVLdAn3os4MYWCvSdyoWQoknJQVZD-oLN23-6jNaDmdZZUWPf0on-qPbcjSrQHkLAKzUBBV4-h3y4nyTLDzLsXSY1lGeC84rwDB6K2HcWmbHPgH7lSwMREheTuPew7SBG6m68vDr-NCEL584y0GV7pP7EA,,,,,,LOCAL,Engineer,USA,New York,Buffalo,+1 808-987-6543,23/01/1978,Swansea University,BACHELORS,Cyber Security,Cyber Security,B,2007,2010,Cyber Security,API Gateway / Middleware,16,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Python', 'Leadership', 'Microservices Architecture', 'JIRA', 'Network Security', 'Penetration Testing', 'Database Administration', 'Creativity', 'Threat Analysis', 'Azure', 'Cybersecurity']",Male,45.47857429,"{""linkedin"": ""https://linkedin.com/in/amy_smith""}"
655fdb0d-9a15-4a7e-8df0-321d87922e45,marcus,adams,marcus.adams@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,10/03/2025 23:31,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI2NTVmZGIwZC05YTE1LTRhN2UtOGRmMC0zMjFkODc5MjJlNDUiLCJlbWFpbCI6Im1hcmN1cy5hZGFtc0BnbWFpbC5jb20iLCJyb2xlIjoiRW5naW5lZXIiLCJleHAiOjE3NDY4NjQwNzd9.UFrcmpqpueaAVEkHpk0Vz3mAlOJM9pWg6hIcjiEFPriQ6qCulQVuT2J_OJOuvElzDavpiGZzTsU1XCOkTCwVBnxEnW3MrQ655b3X6F0fpb1E-iVa22K8BC_82JEKO29DhNryUnz_K32RHwnW3ND1y7_FBkE5eZA4jf9dOBZej1n81doNoUxXxpCoFzYdpuQP7SmKeFORoltIr5gf-GJLiEB8a0zmR0AE7pWATy5e1QtxWSIkNIdKBoWcJKXYmkpcAzozY2fxxea0gARSSdkyvf5i-r2ZAi6_QoGX23kn-f1v0iPr06pEYnIsb_K7ltTDRF7sYXJY6fvGrj6yTG1hDw,,,,,,LOCAL,Engineer,UK,England,Birmingham,+44 208 765 4321,29/02/1988,Taylor's University,MASTERS,Software Engineering,Software Engineering,B,2008,2011,Software Engineering,Authentication,12,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Blockchain', 'Team Collaboration', 'Excel', 'Penetration Testing Tools', 'Client Communication', 'Cloud Computing', 'Problem-Solving', 'DevOps', 'Java', 'Version Control (Git)', 'CI/CD Pipelines']",Male,3.275816305,"{""linkedin"": ""https://linkedin.com/in/marcus_adams""}"
3eadbc99-13bf-4bcf-9f4f-d74f631eac01,phillip,murray,phillip.murray@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,19/01/2025 7:02,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIzZWFkYmM5OS0xM2JmLTRiY2YtOWY0Zi1kNzRmNjMxZWFjMDEiLCJlbWFpbCI6InBoaWxsaXAubXVycmF5QGdtYWlsLmNvbSIsInJvbGUiOiJFbmdpbmVlciIsImV4cCI6MTc0Njg2NDA3N30.YbzjC_rICd1K6w9L0rWmhtaunjbYl_Cnhwsi6_DRQHh13TautsNt5eVN0y3dRx9n8rrNecFkoGLUz1RGoCofvcNwjXmA13hzk7ECxSFUfz7ng2NBVwAIBgo10oDuXcxDv74CwaNjVYtZATqQVi0wtIi1tucqDVgrZNbh0ThA4rU2WwqDqvpXHEyLQbt8aJ61BnnzDpSHicPQ56-3XT02v5wGINeyBHV-Nj_zg73MkAtgOGBgqionLbX8mYhpmlvmX3OAdIgdv5-Uzr0R5GbG7GH_eKQ9HmAabdRBn2C-QnVtJaKadADg-EsRYz-vo7ifZem3m2YsDQJ5griHYphTRA,,,,,,LOCAL,Engineer,Canada,Ontario,Toronto,+1 289-876-5432,17/03/1978,Universidad Autónoma de Madrid,PHD,Cyber Security,Cyber Security,B,2007,2010,Cyber Security,Identity Providers,20,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Network Security', 'Machine Learning', 'API Development', 'Backend Development', 'Power BI', 'Negotiation', 'Time Management', 'Cryptography', 'CI/CD Pipelines', 'Automation Testing', 'Azure', 'AWS']",Male,3.281308972,"{""linkedin"": ""https://linkedin.com/in/phillip_murray""}"
74c6f09b-0a55-4565-bb24-c5baf208aa72,carlos,cox,carlos.cox@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,07/02/2025 7:47,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI3NGM2ZjA5Yi0wYTU1LTQ1NjUtYmIyNC1jNWJhZjIwOGFhNzIiLCJlbWFpbCI6ImNhcmxvcy5jb3hAZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.G4sMS04do4uMSw25E5oro4pd73bWAeHSqrwNvAjDMQIXIJKUwMq9oS0ezKlC35wjmy9ZAAK_3Zs_ZojDtRSSFy9PnZPDcuJPO0ZSbslpyMvPkbpzzKltpRMJ621ohrDO_gFu0VkBOfp9mdTJbiX4ZuffMmtfQajPMmniJxiPsL_nzw4nTgCvKQsUUmnkl4tkPwW80EOzC6xtK-XOVUI-kE17G80eVOO7DdfWcJR516h6G0qP1ycICA7X-ZKsutjpBb1VGSeL81y47QSZ8tOudkql6sT1-NiQgIc-V3aaQXens_-VtHs26oG-WG7eDb5nZQnVpFAzUnhyFedejZ2k0Q,,,,,,LOCAL,Engineer,Australia,Victoria,Geelong,+61 4 7654 3210,13/05/1987,Universidad de Buenos Aires (UBA),BACHELORS,Robotics,Robotics,A-,2018,2021,Robotics,DevOps / Infrastructure,8,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['ETL Processes', 'Negotiation', 'Web Development', 'JavaScript', 'Kubernetes', 'Network Security', 'DevOps', 'Problem-Solving', 'Python', 'Agile Methodologies', 'Blockchain', 'C#', 'JIRA', 'CI/CD Pipelines', 'Tableau']",Male,2.875802524,"{""linkedin"": ""https://linkedin.com/in/carlos_cox""}"
59882de2-1fec-4842-bf6c-b4307926d8af,david,frank,david.frank@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,18/03/2025 7:45,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI1OTg4MmRlMi0xZmVjLTQ4NDItYmY2Yy1iNDMwNzkyNmQ4YWYiLCJlbWFpbCI6ImRhdmlkLmZyYW5rQGdtYWlsLmNvbSIsInJvbGUiOiJFbmdpbmVlciIsImV4cCI6MTc0Njg2NDA3N30.Dwe4H37JsxMwbzJ5VVZ50yYfFP8aM4wLJzxB_pDlpHMgKQ-TQNZZV7jwkxzqhK_5WuzabFrvMzhIHLuIX-WnZ_6QZ5s-JvrJCQU9ehFq2lLjdUFkP529SNammNZdRRZGgmc3pCQpD-cvX7XEaShjYNQW4gvCLVI74tdGyVznOEGFWwiQ0W16rNtZSS6FDYzL1i4TajXU8SYNCFlbegqXhBq2yTNLI4T0pbNfNvSZn92ZDpHiMfRw88nSNneQ0K396yQVgdzciVPK19UzPbMAMokfhCL4gJ_f9H5PdqPWgY8uEwu92LT-72mbaHHsDKKeeftDJt77g5NkZNuQy6Offg,,,,,,LOCAL,Engineer,Canada,Ontario,Ottawa,+1 613-234-5678,29/06/1988,Universidad de los Andes,DIPLOMA,Cyber Security,Cyber Security,A-,2018,2021,Cyber Security,ORM / Query Builders,18,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Agile Methodologies', 'DevOps', 'Version Control (Git)', 'Data Visualization', 'Team Collaboration', 'Penetration Testing', 'Threat Analysis', 'Java', 'Database Administration', 'Penetration Testing Tools', 'Creativity', 'Kubernetes', 'NoSQL']",Male,56.14326025,"{""linkedin"": ""https://linkedin.com/in/david_frank""}"
ad0be8ed-3793-4f95-a2c0-bfe962d695d4,cameron,navarro,cameron.navarro@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,28/01/2025 2:30,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJhZDBiZThlZC0zNzkzLTRmOTUtYTJjMC1iZmU5NjJkNjk1ZDQiLCJlbWFpbCI6ImNhbWVyb24ubmF2YXJyb0BnbWFpbC5jb20iLCJyb2xlIjoiRW5naW5lZXIiLCJleHAiOjE3NDY4NjQwNzd9.WvbGCYvd5eOgOLZQu2kJas1MGJjeZFS2rB9MGjKbyWTTrzMOvOQ5mfZko4yvNM6VjYnm3RFXvQlGEofhGE3da2KEn1cfnZkwKj6rXp4erCKU353Fnq_FMOGt6S3gkoLxk5bgux7ghTOgqdaakb4c3dekly_M1K70694v2xGwplYJqheJBvpLPW0ebqahWPvB-1aFsSBwMfkwofj5CQX2R4iQjMoYJNh7z8yXXEL9TmWBm0_jLvk3u2S538fqflsu8qGNED6va64KuMsH4vjLkODjDTH7WCnUREjDlmmuPbvwC_Xj9WKZDtbdEEWyBdKSWbRQvKErvQOCZxQg5rWouA,,,,,,LOCAL,Engineer,Canada,British Columbia,Vancouver,+1 306-876-5432,09/03/1996,Universidade Federal do Rio de Janeiro,PHD,Data Science,Data Science,D,2010,2013,Data Science,Authentication,8,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Kubernetes', 'Creativity', 'Python', 'Automation Testing', 'NoSQL', 'Time Management', 'Cybersecurity', 'Data Science', 'SQL', 'Penetration Testing Tools', 'API Development', 'Linux Administration', 'Cryptography', 'Microservices Architecture', 'Agile Methodologies']",Male,2.733372163,"{""linkedin"": ""https://linkedin.com/in/cameron_navarro""}"
eab555ea-a972-488a-b8a0-b693c443eb1e,brittney,ramirez,brittney.ramirez@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,30/01/2025 16:37,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJlYWI1NTVlYS1hOTcyLTQ4OGEtYjhhMC1iNjkzYzQ0M2ViMWUiLCJlbWFpbCI6ImJyaXR0bmV5LnJhbWlyZXpAZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.pQ8fxEwEmb3iaqMyvuefJ1dOY4u5_7IslBlz9xjySFUOQ_zmJR9grlbdOS3FypI4Qp8spnJkrjInkv9KYSXttTyd4aqsshObDWo0FmakTVUPbkyWS-5GgUw7oYQWHeWtTsheM6c7fB2wlTV-HP3EJlgrnDr4wk2928XjH1sF8pbcUgJ7nMzVpajNRlyJOPc3v2YHICzpiQYocMvvLwrqDp6tF0Wrsa0gVacJdEIWtxvEleHHZrhgfrslDoDRpQafWu3UTyCID9D_RwBSIcxP6fIFslDas_3tFokRdIoqNzSy4m_BeXCNCUIDNEg_C6jL2S9c2iD1mZJU3HGUn8hNcw,,,,,,LOCAL,Engineer,Germany,Hamburg,Hamburg,+49 1522 1234567,17/10/1998,Université Grenoble Alpes,PHD,Cyber Security,Cyber Security,B,2009,2012,Cyber Security,File Uploads / Downloads,14,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Power BI', 'Cloud Computing', 'Automation Testing', 'Frontend Design', 'Mentorship', 'Penetration Testing Tools', 'Adaptability', 'Google Cloud Platform', 'System Administration', 'Excel', 'Threat Analysis', 'AWS', 'ETL Processes']",Male,2.719918355,"{""linkedin"": ""https://linkedin.com/in/brittney_ramirez""}"
704809b4-b898-4c50-a80b-a5be11d8fb48,david,lindsey,david.lindsey@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,09/01/2025 17:16,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI3MDQ4MDliNC1iODk4LTRjNTAtYTgwYi1hNWJlMTFkOGZiNDgiLCJlbWFpbCI6ImRhdmlkLmxpbmRzZXlAZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.YjgRN8oTONYZ98KLDKCdVB2OSQqvsKpI3qHXFV0JJUK6NLiA_HP_vD3Ieo7Hj1iN3vQSqBkHPJleeZldiOiRA8SzeFu28-g4rNrhMPcqkaXVCW1q0i_hrcDYML3slxHFo0mtoLhMli-L59Lz6cwp-dIHOhWnSBUnzLf4KL_43Erz0OYIlCpGXCliEU4reuO3odPfp11eHK0PRJo7uETrqDqMz07Ssgl3n6iyyb2cMdcr6vD1Io90fR1ViilJdAKpL75ikih0msPSu4ehDfLybndGWPsEhe1un9lMo28V2SYvbSfby613p1VVf-kiLGfOxqKcL-NmyR6JrHSHCg8gWA,,,,,,LOCAL,Engineer,Australia,Victoria,Geelong,+61 3 2345 6789,06/10/1984,University of Calgary,MASTERS,Information Technology,Information Technology,D,2019,2022,Information Technology,Third-Party Integrations,1,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Database Query Optimization', 'NoSQL', 'Python', 'Problem-Solving', 'Project Management', 'Cybersecurity', 'Cryptography', 'Linux Administration', 'Incident Response', 'Azure', 'Network Security', 'CI/CD Pipelines', 'Java', 'Adaptability']",Female,45.01755241,"{""linkedin"": ""https://linkedin.com/in/david_lindsey""}"
876d78f7-aded-4d11-89d5-21ba397bb69c,ashley,burke,ashley.burke@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,14/01/2025 15:29,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiI4NzZkNzhmNy1hZGVkLTRkMTEtODlkNS0yMWJhMzk3YmI2OWMiLCJlbWFpbCI6ImFzaGxleS5idXJrZUBnbWFpbC5jb20iLCJyb2xlIjoiRW5naW5lZXIiLCJleHAiOjE3NDY4NjQwNzd9.DT0SmGykbveaWHkOZQiJQEDawXq7ao2LFcf0LVgEqENQdYsmnX4lNyROT717Z2tXhnvl13HV9LOD0Q-vQoSVFF1Ip8dPXigruz9cjHu5tFA9xko5cq3Ap_v5qD0n5ufyauHlFbdYhvOomeAsxAtral2AXo-nXhCOLRr3Rvj1CV0qxQ9t4u7iTofk5YfxelZ5p4uRmbAZUlsZJjauyhzXOfzBdCzjjtyId34VEcDtMmfY0yRFjAKX1uQfknRTSWiqwOL8n-gy5ywE-tWQt-r5FEfXq1AqtY7Lv2bIt4KjUHgTxSLROvPQSCubm_s5-xSCDVTCypqpfZQ0i1ggGy6Daw,,,,,,LOCAL,Engineer,UK,Wales,Cardiff,+44 1223 876543,28/11/2002,"University of California, Davis",DIPLOMA,Data Science,Data Science,B,2010,2013,Data Science,Security Breach Detection,19,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Version Control (Git)', 'Incident Response', 'Threat Analysis', 'ETL Processes', 'SQL', 'Kubernetes', 'Leadership', 'Frontend Design', 'Database Administration', 'DevOps', 'Adaptability', 'Tableau']",Male,94.10075005,"{""linkedin"": ""https://linkedin.com/in/ashley_burke""}"
e5e3906a-dd3c-4e7c-905a-c4db4f5a953d,kenneth,miller,kenneth.miller@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,26/01/2025 4:44,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJlNWUzOTA2YS1kZDNjLTRlN2MtOTA1YS1jNGRiNGY1YTk1M2QiLCJlbWFpbCI6Imtlbm5ldGgubWlsbGVyQGdtYWlsLmNvbSIsInJvbGUiOiJFbmdpbmVlciIsImV4cCI6MTc0Njg2NDA3N30.HsPBG3Tx8T2tqOkI-Ld5hT009_9kXw3s_VCCjbpeJoEYUkHJ1wqkp12uYnbEnMn6b_ALd_DcMJHjkDMs8wozUKpqzovQvYcLuRvrawhE5q8x3xZallUC4BHYMVeoy8RyGArZQXJPJkoXlP3K98AHiQBQRE6THpSs1N4h7JmsP5uROdhBqbxNPRK9YN8ansiQR-T2oMku-0pkGSRHcyUA9ODkdKwPWB_tu_lAExyIFz7CTiBb30rlPJ4qvkNZxQSxcla-WnyXs8ik5o6WInaT55SnyKZ_jPlzy33ZaYJrSqJX2W4irfpecVjjpo_djgAp3LKazJ7F00OvES2beS0aKQ,,,,,,LOCAL,Engineer,USA,Texas,Austin,+1 213-432-5678,21/02/1976,"University of California, Santa Barbara (UCSB)",PHD,Data Science,Data Science,A-,2019,2022,Data Science,Metrics & Alerts,2,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Automation Testing', 'Database Query Optimization', 'CI/CD Pipelines', 'Frontend Design', 'Adaptability', 'Network Security', 'Penetration Testing', 'Cybersecurity', 'Agile Methodologies', 'AWS']",Male,83.10113083,"{""linkedin"": ""https://linkedin.com/in/kenneth_miller""}"
3b2be2b0-89b5-4509-8fed-d05505582ce6,lisa,bauer,lisa.bauer@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,23/02/2025 21:09,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIzYjJiZTJiMC04OWI1LTQ1MDktOGZlZC1kMDU1MDU1ODJjZTYiLCJlbWFpbCI6Imxpc2EuYmF1ZXJAZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.SrqEzExSN6K4vQx6pBqRsWmWhvQ_xmud_8uCUZbymKumt-GFMEmuIrCFhdAJq9myANpWMbZXsIkT5ZXfyknlfG0Vi7JteRrNRXpttrN_lWg2ELy4ERfONyBsuahLtn3U8FEE4-oaaWBtXGiXMeoqhb6sEDylhUv1CZV48YxuOX7AJRTbdDg4fOjykpUYbDodKylSyqoBZK4O9zzX6UFd4f8HMKEKtKKMnacCFge6zac4BYyBc-TliAXrwHrbLJyZddOBJ0eQq3cSeDUnMMFSK1dJjuZCpnP57upTtDh0twqzRzcvWxdrBj0KSoDrA26iOgYM3hL_VyazHqoaIcycLQ,,,,,,LOCAL,Engineer,Canada,British Columbia,Vancouver,+1 867-543-2109,01/09/1996,University of Chinese Academy of Sciences,PHD,Cyber Security,Cyber Security,D,2008,2011,Cyber Security,Browser-Specific Bugs,12,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Network Security', 'Agile Methodologies', 'C#', 'Frontend Design', 'Microservices Architecture', 'Blockchain', 'DevOps', 'Database Administration', 'Python', 'Tableau', 'Google Cloud Platform', 'Power BI']",Female,77.14576489,"{""linkedin"": ""https://linkedin.com/in/lisa_bauer""}"
2cc5c8c6-88c9-4d7e-af46-87240c9ec132,michael,peterson,michael.peterson@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,13/02/2025 9:13,TRUE,eyJhbGciOiJSUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiIyY2M1YzhjNi04OGM5LTRkN2UtYWY0Ni04NzI0MGM5ZWMxMzIiLCJlbWFpbCI6Im1pY2hhZWwucGV0ZXJzb25AZ21haWwuY29tIiwicm9sZSI6IkVuZ2luZWVyIiwiZXhwIjoxNzQ2ODY0MDc3fQ.YVqDnKd2siWtuaoS_3o71HUdkEMpmINhNdmkixnQ_JaiqFG4N1zhqWwvxcOzi1hEOcWRdCGM4VO6zh2Ir5L21v8qMVNT0TZUGEjHIbZ6FI3QBRjwuob9aC40XE2U8vhXMdNoXIVYA51mTG9a7l_8zokcHLemATHrbb1_5UAvMg8CBB_tPoVhcaDyjFBO_0VYb7NDKBykrwdiWueLB9txb1Vbj0i5_f6lU3Vt97HENFOWgHQzxaxLpGv3hq6CjLkoXk9NEIpFXbzwI-AEfP8daktN60p_nUuUPkJ_MGa7BX-8Jp_zo_CqHlvioE0w_c8izIhdDtO_9QG0x3gy5XW3Lw,,,,,,LOCAL,Engineer,Canada,British Columbia,Victoria,+1 807-678-9012,29/06/1980,University of Electronic Science and Technology of China,MASTERS,Software Engineering,Software Engineering,C-,2019,2022,Software Engineering,Backend,10,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Version Control (Git)', 'Adaptability', 'NoSQL', 'Mentorship', 'Penetration Testing', 'Azure', 'Database Administration', 'Data Visualization', 'C#', 'JIRA']",Male,75.27888798,"{""linkedin"": ""https://linkedin.com/in/michael_peterson""}"
c351c9f2-8842-42aa-84f4-372e98191f06,randy,tapia,randy.tapia@gmail.com,$2b$10$FZ5SXhZNYz6Ln4LENWDRyesNV/g8L37VR5CjFORnXFjXOMw9Fzuae,13/03/2025 6:21,TRUE,eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1c2VySWQiOiJjMzUxYzlmMi04ODQyLTQyYWEtODRmNC0zNzJlOTgxOTFmMDYiLCJpYXQiOjE3NDQyOTc5NjgsImV4cCI6MTc0Njg4OTk2OH0.0bxr2zpIzvU5nsOyTfatw2IR52g3IG5aukqeoQPpYbk,,,,,,LOCAL,Engineer,USA,New York,New York City,+1 917-321-7654,28/03/1989,University of Groningen,BACHELORS,Cyber Security,Cyber Security,B,2008,2011,Cyber Security,End-to-End Testing,6,Passionate software engineer with expertise in cloud computing and microservices.,"Hi, I'm a tech enthusiast working on innovative solutions.","['Tableau', 'Google Cloud Platform', 'AWS', 'Cloud Computing', 'Database Query Optimization', 'Ethical Hacking', 'Backend Development', 'Excel', 'JIRA', 'NoSQL']",Male,69.27671009,"{""linkedin"": ""https://linkedin.com/in/randy_tapia""}"
